"Policy No","Amount","Source System","Type","ID","Currency","PAS Ledger Account No","LOB Code","Country Code","Postal Code","State Province","Territory","Broker Code","Coverage Code","Premium Code","Product Code","Entity","Coverage FK","Policy FK","Transaction Type","Billing Acct No","Payment Method","Transaction ID","State","Coverage ID","Period Type","Period Start","Period End","Split Party Code","Posting Level","Policy ID","ID_1","Created By","Description","Entity Ref No","Entity Ref","Entity Type","Manual Txn Ind","Txn Date","Effective Date","Txn Type","Accounting Date","Export Status","Ledger Txn ID","Entries ID"
"PASS107000045","1374","ManualPayment","BillingLedgerEntry","1060023339","USD","1001","AUTO","","","","","400001650","","","AAA_SS","WUIC","","","ManualPayment","600077448","PaymentDetailsCash","500419819","PA","","","","","","","","1058798560","qa","","600077448","1058790519","BillingTransaction","","2017-10-20 01:45:46.0","2017-10-20 00:00:00.0","BillingAccount","2017-10-20 00:00:00.0","exported","1058798560","1060023339"
"PASS107000045","1180","CrossPolicyTransfer","BillingLedgerEntry","1059607659","USD","1001","AUTO","","","","","400001650","","","AAA_SS","WUIC","","","CrossPolicyTransfer","600077448","PaymentDetailsCash","500419905","PA","","","","","","","","1058822582","ipbsys","","600077448","1058820694","BillingTransaction","","2018-03-16 01:46:12.0","2018-03-16 00:00:00.0","BillingAccount","2018-03-16 00:00:00.0","exported","1058822582","1059607659"
"PASS107000045","-1374","CrossPolicyTransfer","BillingLedgerEntry","1059607654","USD","1001","AUTO","","","","","400001650","","","AAA_SS","WUIC","","","CrossPolicyTransfer","600077448","","500419903","PA","","","","","","","","1058822580","ipbsys","","600077448","1058820692","BillingTransaction","","2018-03-16 01:46:10.0","2018-03-16 00:00:00.0","BillingAccount","2018-03-16 00:00:00.0","exported","1058822580","1059607654"
"PASS107000045","194","CrossPolicyTransfer","BillingLedgerEntry","1059607662","USD","1001","AUTO","","","","","400001650","","","AAA_SS","WUIC","","","CrossPolicyTransfer","600077448","PaymentDetailsCash","500419905","PA","","","","","","","","1058822582","ipbsys","","600077448","1058820694","BillingTransaction","","2018-03-16 01:46:12.0","2018-03-16 00:00:00.0","BillingAccount","2018-03-16 00:00:00.0","exported","1058822582","1059607662"
"PASS107000045","2099","ManualPayment","BillingLedgerEntry","1060023569","USD","1001","AUTO","","","","","400001650","","","AAA_SS","WUIC","","","ManualPayment","600077448","PaymentDetailsCash","500419929","PA","","","","","","","","1058798598","qa","","600077448","1058790559","BillingTransaction","","2018-04-20 01:45:49.0","2018-04-20 00:00:00.0","BillingAccount","2018-04-20 00:00:00.0","exported","1058798598","1060023569"
"PASS107000049","196.9","ManualPayment","BillingLedgerEntry","1059960017","USD","1001","AUTO","","","","","500001003","","","AAA_SS","WUIC","","","ManualPayment","600077451","PaymentDetailsCash","500419646","PA","","","","","","","","1058798449","qa","","600077451","1058790415","BillingTransaction","","2017-04-20 01:46:07.0","2017-04-20 00:00:00.0","BillingAccount","2017-04-20 00:00:00.0","exported","1058798449","1059960017"
"PASS107000049","199.91","ManualPayment","BillingLedgerEntry","1059960508","USD","1001","AUTO","","","","","400001650","","","AAA_SS","WUIC","","","ManualPayment","600077451","PaymentDetailsCash","500419686","PA","","","","","","","","1058798483","qa","","600077451","1058790440","BillingTransaction","","2017-05-22 01:46:28.0","2017-05-22 00:00:00.0","BillingAccount","2017-05-22 00:00:00.0","exported","1058798483","1059960508"
"PASS107000049","199.91","ManualPayment","BillingLedgerEntry","1059960698","USD","1001","AUTO","","","","","400001650","","","AAA_SS","WUIC","","","ManualPayment","600077451","PaymentDetailsCash","500419721","PA","","","","","","","","1058798505","qa","","600077451","1058790462","BillingTransaction","","2017-06-20 01:45:47.0","2017-06-20 00:00:00.0","BillingAccount","2017-06-20 00:00:00.0","exported","1058798505","1059960698"
"PASS107000049","199.91","RecurringPayment","BillingLedgerEntry","1059607454","USD","1001","AUTO","","","","","400001650","","","AAA_SS","WUIC","","","RecurringPayment","600077451","AAAPaymentDetailsEFT","500419757","PA","","","","","","","","1058822511","ipbsys","","600077451","1058820620","BillingTransaction","","2017-07-20 01:45:44.0","2017-07-20 00:00:00.0","BillingAccount","2017-07-20 00:00:00.0","exported","1058822511","1059607454"
"PASS107000049","199.91","ManualPayment","BillingLedgerEntry","1059960959","USD","1001","AUTO","","","","","400001650","","","AAA_SS","WUIC","","","ManualPayment","600077451","PaymentDetailsCash","500419764","PA","","","","","","","","1058798530","qa","","600077451","1058790488","BillingTransaction","","2017-07-20 01:46:05.0","2017-07-20 00:00:00.0","BillingAccount","2017-07-20 00:00:00.0","exported","1058798530","1059960959"
"PASS107000049","199.91","ManualPayment","BillingLedgerEntry","1060023267","USD","1001","AUTO","","","","","400001650","","","AAA_SS","WUIC","","","ManualPayment","600077451","PaymentDetailsCash","500419791","PA","","","","","","","","1058798549","qa","","600077451","1058790507","BillingTransaction","","2017-08-21 01:46:59.0","2017-08-21 00:00:00.0","BillingAccount","2017-08-21 00:00:00.0","exported","1058798549","1060023267"
"PASS107000049","199.91","ManualPayment","BillingLedgerEntry","1060023323","USD","1001","AUTO","","","","","400001650","","","AAA_SS","WUIC","","","ManualPayment","600077451","PaymentDetailsCash","500419802","PA","","","","","","","","1058798554","qa","","600077451","1058790512","BillingTransaction","","2017-09-20 01:45:47.0","2017-09-20 00:00:00.0","BillingAccount","2017-09-20 00:00:00.0","exported","1058798554","1060023323"
"PASS107000049","94.94","RecurringPayment","BillingLedgerEntry","1059607580","USD","1001","AUTO","","","","","400001650","","","AAA_SS","WUIC","","","RecurringPayment","600077451","AAAPaymentDetailsEFT","500419838","PA","","","","","","","","1058822548","ipbsys","","600077451","1058820656","BillingTransaction","","2017-11-20 01:46:07.0","2017-11-20 00:00:00.0","BillingAccount","2017-11-20 00:00:00.0","exported","1058822548","1059607580"
"PASS107000049","268.56","RecurringPayment","BillingLedgerEntry","1059607603","USD","1001","AUTO","","","","","400001650","","","AAA_SS","WUIC","","","RecurringPayment","600077451","AAAPaymentDetailsEFT","500419856","PA","","","","","","","","1058822558","ipbsys","","600077451","1058820666","BillingTransaction","","2017-12-20 01:46:08.0","2017-12-20 00:00:00.0","BillingAccount","2017-12-20 00:00:00.0","exported","1058822558","1059607603"
"PASS107000049","268.57","ManualPayment","BillingLedgerEntry","1060023464","USD","1001","AUTO","","","","","400001650","","","AAA_SS","WUIC","","","ManualPayment","600077451","PaymentDetailsCash","500419873","PA","","","","","","","","1058798584","qa","","600077451","1058790544","BillingTransaction","","2018-01-22 01:46:16.0","2018-01-22 00:00:00.0","BillingAccount","2018-01-22 00:00:00.0","exported","1058798584","1060023464"
"PASS107000049","239.57","ManualPayment","BillingLedgerEntry","1060023552","USD","1001","AUTO","","","","","400001650","","","AAA_SS","WUIC","","","ManualPayment","600077451","PaymentDetailsCash","500419890","PA","","","","","","","","1058798592","qa","","600077451","1058790552","BillingTransaction","","2018-02-20 01:45:57.0","2018-02-20 00:00:00.0","BillingAccount","2018-02-20 00:00:00.0","exported","1058798592","1060023552"
"PASS107000049","219","ManualPayment","BillingLedgerEntry","1060023756","USD","1001","AUTO","","","","","400001650","","","AAA_SS","WUIC","","","ManualPayment","600077451","PaymentDetailsCash","500419933","PA","","","","","","","","1058798606","qa","","600077451","1058790563","BillingTransaction","","2018-04-30 01:45:48.0","2018-04-30 00:00:00.0","BillingAccount","2018-04-30 00:00:00.0","exported","1058798606","1060023756"
"PASS107000052","152.5","ManualPayment","BillingLedgerEntry","1059594908","USD","1001","AUTO","","","","","500001003","","","AAA_SS","WUIC","","","ManualPayment","600077455","PaymentDetailsCash","500419642","PA","","","","","","","","1058798441","qa","","600077455","1058790411","BillingTransaction","","2017-04-20 01:45:45.0","2017-04-20 00:00:00.0","BillingAccount","2017-04-20 00:00:00.0","exported","1058798441","1059594908"
"PASS107000052","152.25","ManualPayment","BillingLedgerEntry","1059960446","USD","1001","AUTO","","","","","400001650","","","AAA_SS","WUIC","","","ManualPayment","600077455","PaymentDetailsCash","500419681","PA","","","","","","","","1058798478","qa","","600077455","1058790435","BillingTransaction","","2017-05-22 01:45:46.0","2017-05-22 00:00:00.0","BillingAccount","2017-05-22 00:00:00.0","exported","1058798478","1059960446"
"PASS107000052","151.53","ManualPayment","BillingLedgerEntry","1059960734","USD","1001","AUTO","","","","","400001650","","","AAA_SS","WUIC","","","ManualPayment","600077455","PaymentDetailsCash","500419726","PA","","","","","","","","1058798510","qa","","600077455","1058790467","BillingTransaction","","2017-06-20 01:46:09.0","2017-06-20 00:00:00.0","BillingAccount","2017-06-20 00:00:00.0","exported","1058798510","1059960734"
"PASS107000052","151.59","RecurringPayment","BillingLedgerEntry","1059607457","USD","1001","AUTO","","","","","400001650","","","AAA_SS","WUIC","","","RecurringPayment","600077455","AAAPaymentDetailsEFT","500419756","PA","","","","","","","","1058822512","ipbsys","","600077455","1058820619","BillingTransaction","","2017-07-20 01:45:44.0","2017-07-20 00:00:00.0","BillingAccount","2017-07-20 00:00:00.0","exported","1058822512","1059607457"
"PASS107000052","151.59","ManualPayment","BillingLedgerEntry","1060023227","USD","1001","AUTO","","","","","400001650","","","AAA_SS","WUIC","","","ManualPayment","600077455","PaymentDetailsCash","500419782","PA","","","","","","","","1058798542","qa","","600077455","1058790500","BillingTransaction","","2017-08-21 01:45:48.0","2017-08-21 00:00:00.0","BillingAccount","2017-08-21 00:00:00.0","exported","1058798542","1060023227"
"PASS107000052","151.59","RecurringPayment","BillingLedgerEntry","1059607543","USD","1001","AUTO","","","","","400001650","","","AAA_SS","WUIC","","","RecurringPayment","600077455","AAAPaymentDetailsEFT","500419808","PA","","","","","","","","1058822531","ipbsys","","600077455","1058820639","BillingTransaction","","2017-09-20 01:46:07.0","2017-09-20 00:00:00.0","BillingAccount","2017-09-20 00:00:00.0","exported","1058822531","1059607543"
"PASS107000052","151.59","ManualPayment","BillingLedgerEntry","1060023344","USD","1001","AUTO","","","","","400001650","","","AAA_SS","WUIC","","","ManualPayment","600077455","PaymentDetailsCash","500419821","PA","","","","","","","","1058798562","qa","","600077455","1058790521","BillingTransaction","","2017-10-20 01:45:47.0","2017-10-20 00:00:00.0","BillingAccount","2017-10-20 00:00:00.0","exported","1058798562","1060023344"
"PASS107000052","151.59","ManualPayment","BillingLedgerEntry","1060023363","USD","1001","AUTO","","","","","400001650","","","AAA_SS","WUIC","","","ManualPayment","600077455","PaymentDetailsCash","500419837","PA","","","","","","","","1058798569","qa","","600077455","1058790528","BillingTransaction","","2017-11-20 01:45:49.0","2017-11-20 00:00:00.0","BillingAccount","2017-11-20 00:00:00.0","exported","1058798569","1060023363"
"PASS107000052","151.59","ManualPayment","BillingLedgerEntry","1060023388","USD","1001","AUTO","","","","","400001650","","","AAA_SS","WUIC","","","ManualPayment","600077455","PaymentDetailsCash","500419854","PA","","","","","","","","1058798576","qa","","600077455","1058790535","BillingTransaction","","2017-12-20 01:45:49.0","2017-12-20 00:00:00.0","BillingAccount","2017-12-20 00:00:00.0","exported","1058798576","1060023388"
"PASS107000052","151.59","ManualPayment","BillingLedgerEntry","1060023467","USD","1001","AUTO","","","","","400001650","","","AAA_SS","WUIC","","","ManualPayment","600077455","PaymentDetailsCash","500419874","PA","","","","","","","","1058798585","qa","","600077455","1058790545","BillingTransaction","","2018-01-22 01:46:20.0","2018-01-22 00:00:00.0","BillingAccount","2018-01-22 00:00:00.0","exported","1058798585","1060023467"
"PASS107000052","151.59","ManualPayment","BillingLedgerEntry","1060023557","USD","1001","AUTO","","","","","400001650","","","AAA_SS","WUIC","","","ManualPayment","600077455","PaymentDetailsCash","500419892","PA","","","","","","","","1058798594","qa","","600077455","1058790554","BillingTransaction","","2018-02-20 01:45:57.0","2018-02-20 00:00:00.0","BillingAccount","2018-02-20 00:00:00.0","exported","1058798594","1060023557"
"PASS107000056","197","ManualPayment","BillingLedgerEntry","1059960094","USD","1001","AUTO","","","","","500001003","","","AAA_SS","WUIC","","","ManualPayment","600077459","PaymentDetailsCash","500419649","PA","","","","","","","","1058798455","qa","","600077459","1058790418","BillingTransaction","","2017-04-20 01:46:18.0","2017-04-20 00:00:00.0","BillingAccount","2017-04-20 00:00:00.0","exported","1058798455","1059960094"
"PASS107000056","112.4","ManualPayment","BillingLedgerEntry","1059960597","USD","1001","AUTO","","","","","400001650","","","AAA_SS","WUIC","","","ManualPayment","600077459","PaymentDetailsCash","500419697","PA","","","","","","","","1058798494","qa","","600077459","1058790451","BillingTransaction","","2017-05-22 01:47:26.0","2017-05-22 00:00:00.0","BillingAccount","2017-05-22 00:00:00.0","exported","1058798494","1059960597"
"PASS107000056","213.44","ManualPayment","BillingLedgerEntry","1059960740","USD","1001","AUTO","","","","","400001650","","","AAA_SS","WUIC","","","ManualPayment","600077459","PaymentDetailsCash","500419728","PA","","","","","","","","1058798512","qa","","600077459","1058790469","BillingTransaction","","2017-06-20 01:46:23.0","2017-06-20 00:00:00.0","BillingAccount","2017-06-20 00:00:00.0","exported","1058798512","1059960740"
"PASS107000056","213.52","RecurringPayment","BillingLedgerEntry","1059607460","USD","1001","AUTO","","","","","400001650","","","AAA_SS","WUIC","","","RecurringPayment","600077459","AAAPaymentDetailsEFT","500419758","PA","","","","","","","","1058822513","ipbsys","","600077459","1058820621","BillingTransaction","","2017-07-20 01:45:44.0","2017-07-20 00:00:00.0","BillingAccount","2017-07-20 00:00:00.0","exported","1058822513","1059607460"
"PASS107000056","213.52","ManualPayment","BillingLedgerEntry","1059960961","USD","1001","AUTO","","","","","400001650","","","AAA_SS","WUIC","","","ManualPayment","600077459","PaymentDetailsCash","500419765","PA","","","","","","","","1058798531","qa","","600077459","1058790489","BillingTransaction","","2017-07-20 01:46:23.0","2017-07-20 00:00:00.0","BillingAccount","2017-07-20 00:00:00.0","exported","1058798531","1059960961"
"PASS107000056","213.52","ManualPayment","BillingLedgerEntry","1060023233","USD","1001","AUTO","","","","","400001650","","","AAA_SS","WUIC","","","ManualPayment","600077459","PaymentDetailsCash","500419786","PA","","","","","","","","1058798544","qa","","600077459","1058790502","BillingTransaction","","2017-08-21 01:46:12.0","2017-08-21 00:00:00.0","BillingAccount","2017-08-21 00:00:00.0","exported","1058798544","1060023233"
"PASS107000056","213.52","ManualPayment","BillingLedgerEntry","1060023325","USD","1001","AUTO","","","","","400001650","","","AAA_SS","WUIC","","","ManualPayment","600077459","PaymentDetailsCash","500419803","PA","","","","","","","","1058798555","qa","","600077459","1058790513","BillingTransaction","","2017-09-20 01:45:47.0","2017-09-20 00:00:00.0","BillingAccount","2017-09-20 00:00:00.0","exported","1058798555","1060023325"
"PASS107000056","213.52","ManualPayment","BillingLedgerEntry","1060023342","USD","1001","AUTO","","","","","400001650","","","AAA_SS","WUIC","","","ManualPayment","600077459","PaymentDetailsCash","500419820","PA","","","","","","","","1058798561","qa","","600077459","1058790520","BillingTransaction","","2017-10-20 01:45:47.0","2017-10-20 00:00:00.0","BillingAccount","2017-10-20 00:00:00.0","exported","1058798561","1060023342"
"PASS107000056","213.52","ManualPayment","BillingLedgerEntry","1060023358","USD","1001","AUTO","","","","","400001650","","","AAA_SS","WUIC","","","ManualPayment","600077459","PaymentDetailsCash","500419835","PA","","","","","","","","1058798567","qa","","600077459","1058790526","BillingTransaction","","2017-11-20 01:45:48.0","2017-11-20 00:00:00.0","BillingAccount","2017-11-20 00:00:00.0","exported","1058798567","1060023358"
"PASS107000056","213.52","ManualPayment","BillingLedgerEntry","1060023384","USD","1001","AUTO","","","","","400001650","","","AAA_SS","WUIC","","","ManualPayment","600077459","PaymentDetailsCash","500419852","PA","","","","","","","","1058798574","qa","","600077459","1058790533","BillingTransaction","","2017-12-20 01:45:48.0","2017-12-20 00:00:00.0","BillingAccount","2017-12-20 00:00:00.0","exported","1058798574","1060023384"
"PASS107000056","213.52","ManualPayment","BillingLedgerEntry","1060023462","USD","1001","AUTO","","","","","400001650","","","AAA_SS","WUIC","","","ManualPayment","600077459","PaymentDetailsCash","500419872","PA","","","","","","","","1058798583","qa","","600077459","1058790543","BillingTransaction","","2018-01-22 01:45:59.0","2018-01-22 00:00:00.0","BillingAccount","2018-01-22 00:00:00.0","exported","1058798583","1060023462"
"PASS107000056","213.52","ManualPayment","BillingLedgerEntry","1060023555","USD","1001","AUTO","","","","","400001650","","","AAA_SS","WUIC","","","ManualPayment","600077459","PaymentDetailsCash","500419891","PA","","","","","","","","1058798593","qa","","600077459","1058790553","BillingTransaction","","2018-02-20 01:45:57.0","2018-02-20 00:00:00.0","BillingAccount","2018-02-20 00:00:00.0","exported","1058798593","1060023555"
"PASS107000056","-213.52","CrossPolicyTransfer","BillingLedgerEntry","1059607664","USD","1001","AUTO","","","","","400001650","","","AAA_SS","WUIC","","","CrossPolicyTransfer","600077459","","500419906","PA","","","","","","","","1058822583","ipbsys","","600077459","1058820695","BillingTransaction","","2018-03-16 01:46:14.0","2018-03-16 00:00:00.0","BillingAccount","2018-03-16 00:00:00.0","exported","1058822583","1059607664"
"PASS107000056","170.52","CrossPolicyTransfer","BillingLedgerEntry","1059607666","USD","1001","AUTO","","","","","400001650","","","AAA_SS","WUIC","","","CrossPolicyTransfer","600077459","PaymentDetailsCash","500419907","PA","","","","","","","","1058822584","ipbsys","","600077459","1058820696","BillingTransaction","","2018-03-16 01:46:15.0","2018-03-16 00:00:00.0","BillingAccount","2018-03-16 00:00:00.0","exported","1058822584","1059607666"
"PASS107000056","43","CrossPolicyTransfer","BillingLedgerEntry","1059607668","USD","1001","AUTO","","","","","400001650","","","AAA_SS","WUIC","","","CrossPolicyTransfer","600077459","PaymentDetailsCash","500419907","PA","","","","","","","","1058822584","ipbsys","","600077459","1058820696","BillingTransaction","","2018-03-16 01:46:15.0","2018-03-16 00:00:00.0","BillingAccount","2018-03-16 00:00:00.0","exported","1058822584","1059607668"
"PASS107000056","213.52","CrossPolicyTransfer","BillingLedgerEntry","1059607657","USD","1001","AUTO","","","","","400001650","","","AAA_SS","WUIC","","","CrossPolicyTransfer","600077459","PaymentDetailsCash","500419904","PA","","","","","","","","1058822581","ipbsys","","600077459","1058820693","BillingTransaction","","2018-03-16 01:46:12.0","2018-03-16 00:00:00.0","BillingAccount","2018-03-16 00:00:00.0","exported","1058822581","1059607657"
"PASS107000056","-213.52","CrossPolicyTransfer","BillingLedgerEntry","1059607652","USD","1001","AUTO","","","","","400001650","","","AAA_SS","WUIC","","","CrossPolicyTransfer","600077459","","500419902","PA","","","","","","","","1058822579","ipbsys","","600077459","1058820691","BillingTransaction","","2018-03-16 01:46:09.0","2018-03-16 00:00:00.0","BillingAccount","2018-03-16 00:00:00.0","exported","1058822579","1059607652"
"PASS107000056","102.78","ManualPayment","BillingLedgerEntry","1060023781","USD","1001","AUTO","","","","","400001650","","","AAA_SS","WUIC","","","ManualPayment","600077459","PaymentDetailsCash","500419944","PA","","","","","","","","1058798608","qa","","600077459","1058790564","BillingTransaction","","2018-05-07 02:46:08.0","2018-05-07 00:00:00.0","BillingAccount","2018-05-07 00:00:00.0","exported","1058798608","1060023781"
"PASS107000062","155.5","ManualPayment","BillingLedgerEntry","1060023899","USD","1001","AUTO","","","","","500001003","","","AAA_SS","WUIC","","","ManualPayment","600077469","PaymentDetailsCash","500419971","PA","","","","","","","","1058798616","qa","","600077469","1058790573","BillingTransaction","","2017-04-20 17:12:18.0","2017-04-20 00:00:00.0","BillingAccount","2017-04-20 00:00:00.0","exported","1058798616","1060023899"
"PASS107000062","155.25","ManualPayment","BillingLedgerEntry","1060253271","USD","1001","AUTO","","","","","400001650","","","AAA_SS","WUIC","","","ManualPayment","600077469","PaymentDetailsCash","500419995","PA","","","","","","","","1058798636","qa","","600077469","1058790588","BillingTransaction","","2017-05-22 17:12:19.0","2017-05-22 00:00:00.0","BillingAccount","2017-05-22 00:00:00.0","exported","1058798636","1060253271"
"PASS107000062","154.53","ManualPayment","BillingLedgerEntry","1060253383","USD","1001","AUTO","","","","","400001650","","","AAA_SS","WUIC","","","ManualPayment","600077469","PaymentDetailsCash","500420014","PA","","","","","","","","1058798651","qa","","600077469","1058790601","BillingTransaction","","2017-06-20 17:12:17.0","2017-06-20 00:00:00.0","BillingAccount","2017-06-20 00:00:00.0","exported","1058798651","1060253383"
"PASS107000062","154.59","ManualPayment","BillingLedgerEntry","1060253440","USD","1001","AUTO","","","","","400001650","","","AAA_SS","WUIC","","","ManualPayment","600077469","PaymentDetailsCash","500420027","PA","","","","","","","","1058798658","qa","","600077469","1058790609","BillingTransaction","","2017-07-20 17:12:17.0","2017-07-20 00:00:00.0","BillingAccount","2017-07-20 00:00:00.0","exported","1058798658","1060253440"
"PASS107000062","154.59","ManualPayment","BillingLedgerEntry","1060253736","USD","1001","AUTO","","","","","400001650","","","AAA_SS","WUIC","","","ManualPayment","600077469","PaymentDetailsCash","500420046","PA","","","","","","","","1058798673","qa","","600077469","1058790624","BillingTransaction","","2017-08-21 17:12:19.0","2017-08-21 00:00:00.0","BillingAccount","2017-08-21 00:00:00.0","exported","1058798673","1060253736"
"PASS107000062","154.59","ManualPayment","BillingLedgerEntry","1060253790","USD","1001","AUTO","","","","","400001650","","","AAA_SS","WUIC","","","ManualPayment","600077469","PaymentDetailsCash","500420057","PA","","","","","","","","1058798680","qa","","600077469","1058790631","BillingTransaction","","2017-09-20 17:12:17.0","2017-09-20 00:00:00.0","BillingAccount","2017-09-20 00:00:00.0","exported","1058798680","1060253790"
"PASS107000062","154.59","ManualPayment","BillingLedgerEntry","1060253810","USD","1001","AUTO","","","","","400001650","","","AAA_SS","WUIC","","","ManualPayment","600077469","PaymentDetailsCash","500420069","PA","","","","","","","","1058798687","qa","","600077469","1058790638","BillingTransaction","","2017-10-20 17:12:27.0","2017-10-20 00:00:00.0","BillingAccount","2017-10-20 00:00:00.0","exported","1058798687","1060253810"
"PASS107000062","154.59","ManualPayment","BillingLedgerEntry","1060253822","USD","1001","AUTO","","","","","400001650","","","AAA_SS","WUIC","","","ManualPayment","600077469","PaymentDetailsCash","500420077","PA","","","","","","","","1058798691","qa","","600077469","1058790642","BillingTransaction","","2017-11-20 17:12:19.0","2017-11-20 00:00:00.0","BillingAccount","2017-11-20 00:00:00.0","exported","1058798691","1060253822"
"PASS107000062","154.59","ManualPayment","BillingLedgerEntry","1060253836","USD","1001","AUTO","","","","","400001650","","","AAA_SS","WUIC","","","ManualPayment","600077469","PaymentDetailsCash","500420086","PA","","","","","","","","1058798696","qa","","600077469","1058790647","BillingTransaction","","2017-12-20 17:12:19.0","2017-12-20 00:00:00.0","BillingAccount","2017-12-20 00:00:00.0","exported","1058798696","1060253836"
"PASS107000062","154.59","ManualPayment","BillingLedgerEntry","1060253921","USD","1001","AUTO","","","","","400001650","","","AAA_SS","WUIC","","","ManualPayment","600077469","PaymentDetailsCash","500420100","PA","","","","","","","","1058798706","qa","","600077469","1058790657","BillingTransaction","","2018-01-22 17:12:52.0","2018-01-22 00:00:00.0","BillingAccount","2018-01-22 00:00:00.0","exported","1058798706","1060253921"
"PASS107000062","154.59","ManualPayment","BillingLedgerEntry","1060253996","USD","1001","AUTO","","","","","400001650","","","AAA_SS","WUIC","","","ManualPayment","600077469","PaymentDetailsCash","500420109","PA","","","","","","","","1058798711","qa","","600077469","1058790662","BillingTransaction","","2018-02-20 17:12:20.0","2018-02-20 00:00:00.0","BillingAccount","2018-02-20 00:00:00.0","exported","1058798711","1060253996"
"PASS107000064","238","ManualPayment","BillingLedgerEntry","1060023874","USD","1001","AUTO","","","","","500001003","","","AAA_SS","WUIC","","","ManualPayment","600077472","PaymentDetailsCash","500419970","PA","","","","","","","","1058798614","qa","","600077472","1058790572","BillingTransaction","","2017-04-20 17:12:15.0","2017-04-20 00:00:00.0","BillingAccount","2017-04-20 00:00:00.0","exported","1058798614","1060023874"
"PASS107000064","238.1","ManualPayment","BillingLedgerEntry","1060253268","USD","1001","AUTO","","","","","400001650","","","AAA_SS","WUIC","","","ManualPayment","600077472","PaymentDetailsCash","500419991","PA","","","","","","","","1058798635","qa","","600077472","1058790586","BillingTransaction","","2017-05-22 17:12:16.0","2017-05-22 00:00:00.0","BillingAccount","2017-05-22 00:00:00.0","exported","1058798635","1060253268"
"PASS107000064","257.5","ManualPayment","BillingLedgerEntry","1060253377","USD","1001","AUTO","","","","","400001650","","","AAA_SS","WUIC","","","ManualPayment","600077472","PaymentDetailsCash","500420013","PA","","","","","","","","1058798649","qa","","600077472","1058790600","BillingTransaction","","2017-06-20 17:12:16.0","2017-06-20 00:00:00.0","BillingAccount","2017-06-20 00:00:00.0","exported","1058798649","1060253377"
"PASS107000064","257.55","ManualPayment","BillingLedgerEntry","1060253521","USD","1001","AUTO","","","","","400001650","","","AAA_SS","WUIC","","","ManualPayment","600077472","PaymentDetailsCash","500420031","PA","","","","","","","","1058798662","qa","","600077472","1058790613","BillingTransaction","","2017-07-20 17:12:35.0","2017-07-20 00:00:00.0","BillingAccount","2017-07-20 00:00:00.0","exported","1058798662","1060253521"
"PASS107000065","200","ManualPayment","BillingLedgerEntry","1060023998","USD","1001","AUTO","","","","","500001003","","","AAA_SS","WUIC","","","ManualPayment","600077473","PaymentDetailsCash","500419975","PA","","","","","","","","1058798623","qa","","600077473","1058790577","BillingTransaction","","2017-04-20 17:12:40.0","2017-04-20 00:00:00.0","BillingAccount","2017-04-20 00:00:00.0","exported","1058798623","1060023998"
"PASS107000065","115.4","ManualPayment","BillingLedgerEntry","1060253272","USD","1001","AUTO","","","","","400001650","","","AAA_SS","WUIC","","","ManualPayment","600077473","PaymentDetailsCash","500419996","PA","","","","","","","","1058798637","qa","","600077473","1058790587","BillingTransaction","","2017-05-22 17:12:19.0","2017-05-22 00:00:00.0","BillingAccount","2017-05-22 00:00:00.0","exported","1058798637","1060253272"
"PASS107000065","216.44","ManualPayment","BillingLedgerEntry","1060253386","USD","1001","AUTO","","","","","400001650","","","AAA_SS","WUIC","","","ManualPayment","600077473","PaymentDetailsCash","500420016","PA","","","","","","","","1058798652","qa","","600077473","1058790603","BillingTransaction","","2017-06-20 17:12:18.0","2017-06-20 00:00:00.0","BillingAccount","2017-06-20 00:00:00.0","exported","1058798652","1060253386"
"PASS107000065","216.52","ManualPayment","BillingLedgerEntry","1060253619","USD","1001","AUTO","","","","","400001650","","","AAA_SS","WUIC","","","ManualPayment","600077473","PaymentDetailsCash","500420034","PA","","","","","","","","1058798665","qa","","600077473","1058790616","BillingTransaction","","2017-07-20 17:12:51.0","2017-07-20 00:00:00.0","BillingAccount","2017-07-20 00:00:00.0","exported","1058798665","1060253619"
"PASS107000065","212.36","ManualPayment","BillingLedgerEntry","1060253744","USD","1001","AUTO","","","","","400001650","","","AAA_SS","WUIC","","","ManualPayment","600077473","PaymentDetailsCash","500420049","PA","","","","","","","","1058798676","qa","","600077473","1058790627","BillingTransaction","","2017-08-21 17:12:39.0","2017-08-21 00:00:00.0","BillingAccount","2017-08-21 00:00:00.0","exported","1058798676","1060253744"
"PASS107000065","212.38","ManualPayment","BillingLedgerEntry","1060253802","USD","1001","AUTO","","","","","400001650","","","AAA_SS","WUIC","","","ManualPayment","600077473","PaymentDetailsCash","500420061","PA","","","","","","","","1058798684","qa","","600077473","1058790635","BillingTransaction","","2017-09-20 17:12:38.0","2017-09-20 00:00:00.0","BillingAccount","2017-09-20 00:00:00.0","exported","1058798684","1060253802"
"PASS107000065","212.38","ManualPayment","BillingLedgerEntry","1060253813","USD","1001","AUTO","","","","","400001650","","","AAA_SS","WUIC","","","ManualPayment","600077473","PaymentDetailsCash","500420070","PA","","","","","","","","1058798688","qa","","600077473","1058790639","BillingTransaction","","2017-10-20 17:12:46.0","2017-10-20 00:00:00.0","BillingAccount","2017-10-20 00:00:00.0","exported","1058798688","1060253813"
